curve,duty_ratio_percent,data_value
corotation_mass_flow_kg_s,22.664835164835164,0.00010357487922705314
corotation_mass_flow_kg_s,22.733516483516482,0.00010357487922705314
corotation_mass_flow_kg_s,22.802197802197803,0.00010396135265700485
corotation_mass_flow_kg_s,22.87087912087912,0.00010434782608695657
corotation_mass_flow_kg_s,22.939560439560438,0.00010434782608695657
corotation_mass_flow_kg_s,23.00824175824176,0.00010434782608695657
corotation_mass_flow_kg_s,23.076923076923077,0.00010473429951690817
corotation_mass_flow_kg_s,23.145604395604394,0.00010473429951690817
corotation_mass_flow_kg_s,23.214285714285715,0.00010473429951690817
corotation_mass_flow_kg_s,23.282967032967033,0.00010512077294685989
corotation_mass_flow_kg_s,23.35164835164835,0.00010512077294685989
corotation_mass_flow_kg_s,23.42032967032967,0.00010512077294685989
corotation_mass_flow_kg_s,23.48901098901099,0.00010512077294685989
corotation_mass_flow_kg_s,23.557692307692307,0.00010540184453227932
corotation_mass_flow_kg_s,23.626373626373628,0.00010568291611769875
corotation_mass_flow_kg_s,23.695054945054945,0.00010596398770311812
corotation_mass_flow_kg_s,23.763736263736263,0.00010624505928853755
corotation_mass_flow_kg_s,23.832417582417584,0.00010652613087395698
corotation_mass_flow_kg_s,23.9010989010989,0.00010680720245937635
corotation_mass_flow_kg_s,23.96978021978022,0.00010708827404479578
corotation_mass_flow_kg_s,24.03846153846154,0.00010736934563021521
corotation_mass_flow_kg_s,24.107142857142858,0.00010765041721563459
corotation_mass_flow_kg_s,24.175824175824175,0.00010793148880105402
corotation_mass_flow_kg_s,24.244505494505493,0.00010821256038647344
corotation_mass_flow_kg_s,24.313186813186814,0.00010849363197189282
corotation_mass_flow_kg_s,24.38186813186813,0.0001087747035573123
corotation_mass_flow_kg_s,24.45054945054945,0.00010905577514273168
corotation_mass_flow_kg_s,24.51923076923077,0.00010933684672815105
corotation_mass_flow_kg_s,24.587912087912088,0.00010961791831357048
corotation_mass_flow_kg_s,24.656593406593405,0.00010989898989898991
corotation_mass_flow_kg_s,24.725274725274726,0.00011018006148440934
corotation_mass_flow_kg_s,24.793956043956044,0.00011046113306982877
corotation_mass_flow_kg_s,24.86263736263736,0.00011074220465524814
corotation_mass_flow_kg_s,24.931318681318682,0.00011102327624066752
corotation_mass_flow_kg_s,25.0,0.00011130434782608695
corotation_mass_flow_kg_s,25.068681318681318,0.00011130434782608695
corotation_mass_flow_kg_s,25.13736263736264,0.00011130434782608695
corotation_mass_flow_kg_s,25.206043956043956,0.00011130434782608695
corotation_mass_flow_kg_s,25.274725274725274,0.00011130434782608695
corotation_mass_flow_kg_s,25.343406593406595,0.00011130434782608695
corotation_mass_flow_kg_s,25.412087912087912,0.00011169082125603866
corotation_mass_flow_kg_s,25.48076923076923,0.00011130434782608695
corotation_mass_flow_kg_s,25.54945054945055,0.00011130434782608695
corotation_mass_flow_kg_s,25.61813186813187,0.00011169082125603866
corotation_mass_flow_kg_s,25.686813186813186,0.00011207729468599038
corotation_mass_flow_kg_s,25.755494505494507,0.00011246376811594204
corotation_mass_flow_kg_s,25.824175824175825,0.00011246376811594204
corotation_mass_flow_kg_s,25.892857142857142,0.00011169082125603866
corotation_mass_flow_kg_s,25.96153846153846,0.00011246376811594204
corotation_mass_flow_kg_s,26.03021978021978,0.00011246376811594204
corotation_mass_flow_kg_s,26.0989010989011,0.00011169082125603866
corotation_mass_flow_kg_s,26.167582417582416,0.00011169082125603866
corotation_mass_flow_kg_s,26.236263736263737,0.00011169082125603866
corotation_mass_flow_kg_s,26.304945054945055,0.00011169082125603866
corotation_mass_flow_kg_s,26.373626373626372,0.00011207729468599038
corotation_mass_flow_kg_s,26.442307692307693,0.00011207729468599038
corotation_mass_flow_kg_s,26.51098901098901,0.00011246376811594204
corotation_mass_flow_kg_s,26.57967032967033,0.00011246376811594204
corotation_mass_flow_kg_s,26.64835164835165,0.0001128502415458937
corotation_mass_flow_kg_s,26.717032967032967,0.00011323671497584541
corotation_mass_flow_kg_s,26.785714285714285,0.00011323671497584541
corotation_mass_flow_kg_s,26.854395604395606,0.00011323671497584541
corotation_mass_flow_kg_s,26.923076923076923,0.00011323671497584541
corotation_mass_flow_kg_s,26.99175824175824,0.00011323671497584541
corotation_mass_flow_kg_s,27.060439560439562,0.00011362318840579713
corotation_mass_flow_kg_s,27.12912087912088,0.00011362318840579713
corotation_mass_flow_kg_s,27.197802197802197,0.00011362318840579713
corotation_mass_flow_kg_s,27.266483516483518,0.00011362318840579713
corotation_mass_flow_kg_s,27.335164835164836,0.00011362318840579713
corotation_mass_flow_kg_s,27.403846153846153,0.0001137777777777778
corotation_mass_flow_kg_s,27.47252747252747,0.00011393236714975848
corotation_mass_flow_kg_s,27.541208791208792,0.00011408695652173915
corotation_mass_flow_kg_s,27.60989010989011,0.00011424154589371983
corotation_mass_flow_kg_s,27.678571428571427,0.00011439613526570045
corotation_mass_flow_kg_s,27.747252747252748,0.00011455072463768112
corotation_mass_flow_kg_s,27.815934065934066,0.0001147053140096618
corotation_mass_flow_kg_s,27.884615384615383,0.00011485990338164253
corotation_mass_flow_kg_s,27.953296703296704,0.0001150144927536232
corotation_mass_flow_kg_s,28.021978021978022,0.00011516908212560388
